3.979230594123325249e-01,3.256638458530737856e-01,1.287800681670835945e-01,1.351017894542161923e-01,-5.709408948770255954e-02,4.573165493417431782e-02,1.454025614474898920e-01,-1.304274806963034994e-01,8.657044053187841481e-02,1.774800979584917893e-01,4.479556196093203990e-02,2.315541071176348276e-02
3.927546683137609906e-01,3.304328460852414273e-01,1.296297662379607418e-01,1.344066716075147938e-01,-6.025122037919234536e-02,4.830951163520197378e-02,1.427812078793920525e-01,-1.276516590251852712e-01,6.522054967933467451e-02,1.691229970131170879e-01,4.827850353246353199e-02,1.600886933961735703e-02
3.873261608594667504e-01,3.347940679385622564e-01,1.307061819032825922e-01,1.341098120463640742e-01,-6.367247410643542271e-02,5.151864175538135859e-02,1.390267139533304663e-01,-1.241239583463637081e-01,4.424326385064547562e-02,1.588346694474953857e-01,5.007985378098903095e-02,8.847330252805221673e-03
3.824092790897707372e-01,3.392723960479946954e-01,1.316687086332193057e-01,1.332925712403866259e-01,-6.546464674302830689e-02,5.306187721821811754e-02,1.373717052714008569e-01,-1.226395868725910082e-01,2.458630870938957602e-02,1.487754806202317981e-01,5.122591910982175062e-02,1.678743518134448443e-03
3.774068736319077244e-01,3.435388484223592664e-01,1.327129716052480590e-01,1.326986939468127735e-01,-6.769069572314322103e-02,5.533207848566046999e-02,1.347781029069129166e-01,-1.205201571177281078e-01,5.390348989972995608e-03,1.370306726444049106e-01,5.082158326786855029e-02,-5.320200579347428294e-03
3.725182822128483284e-01,3.476164595739146823e-01,1.338487210147689399e-01,1.321140916868681903e-01,-6.914462726519710056e-02,5.691715062744788500e-02,1.327596810307619113e-01,-1.190555037494716306e-01,-1.271250164904869084e-02,1.247896063542571765e-01,4.958345218927952269e-02,-1.202411527925908996e-02
3.679132280565923230e-01,3.517524480716573421e-01,1.348354121711531906e-01,1.313794290788246888e-01,-7.064666213421973151e-02,5.866578144316791921e-02,1.308496619312799758e-01,-1.178102460961011344e-01,-2.991744804048900030e-02,1.117462578146770497e-01,4.726573270458871157e-02,-1.831641734817299194e-02
3.631097546389653319e-01,3.557898927908601516e-01,1.360152942052229585e-01,1.307945986845936437e-01,-7.185356712759988218e-02,6.021838006994216508e-02,1.288620072014678708e-01,-1.165973846513375101e-01,-4.670058559535641973e-02,9.752244596409417876e-02,4.403041070468578788e-02,-2.430880709414141860e-02
3.584020212384126380e-01,3.596772930710596672e-01,1.372851994203646842e-01,1.302193678247542119e-01,-7.225417189469221513e-02,6.096472433091428000e-02,1.275743867098879936e-01,-1.160730062509951060e-01,-6.233495257355164965e-02,8.309976022337058066e-02,4.031403474467619430e-02,-2.979507771004903660e-02
3.536748531616759061e-01,3.636605173941471203e-01,1.385758077335114136e-01,1.296027479197379428e-01,-7.250104168006453464e-02,6.159249977603509923e-02,1.264403716073096984e-01,-1.157434707867777413e-01,-7.741701396463780693e-02,6.766065542377899811e-02,3.576836077204997855e-02,-3.477639647145045615e-02
3.490468435247247037e-01,3.678515171804488393e-01,1.398067591875753468e-01,1.287814389912335933e-01,-7.205713437887550921e-02,6.148377583885800829e-02,1.262407177225148280e-01,-1.163040811230952876e-01,-9.188097933393757355e-02,5.162257921260204885e-02,3.073949232824941397e-02,-3.926461559944789681e-02
3.443918594318549076e-01,3.719332072440439396e-01,1.411000465683139860e-01,1.281057035551855794e-01,-7.194084271347434001e-02,6.171547858051430746e-02,1.255768679796451515e-01,-1.164081556000773621e-01,-1.051582428546833370e-01,3.476342770834343898e-02,2.491253946353411131e-02,-4.271733790961693145e-02
3.396205025940957078e-01,3.762514409384335456e-01,1.424756704203696267e-01,1.272525748034815662e-01,-7.049209102851512754e-02,6.051057225122436628e-02,1.263662035732915356e-01,-1.178688833169219963e-01,-1.181070668472390811e-01,1.721701648073642454e-02,1.884750624558644005e-02,-4.578317314962287304e-02
3.349480361067179723e-01,3.806048276173335521e-01,1.438008670168239578e-01,1.263588670571861861e-01,-6.882990012823138326e-02,5.900997949180174923e-02,1.275284278261731297e-01,-1.196105168520076451e-01,-1.298729285797514676e-01,-6.709067609457497472e-04,1.244238119042016810e-02,-4.782613785347378244e-02
3.301665204679643528e-01,3.850707602922499029e-01,1.451662821673678216e-01,1.254572014523661627e-01,-6.694976852089845609e-02,5.718963653514946843e-02,1.289834054864706370e-01,-1.215448520662695542e-01,-1.406941790333926523e-01,-1.942532358562406442e-02,5.553901986221160270e-03,-4.877325100002330438e-02
3.252910400229357402e-01,3.896757248652825689e-01,1.465396307724081137e-01,1.245211811216353076e-01,-6.485234453278093669e-02,5.500940262081371185e-02,1.308098216160731297e-01,-1.237087258121888078e-01,-1.504342570249444788e-01,-3.897574296186454013e-02,-1.719772594053564641e-03,-4.845498161215248956e-02
3.201888560354659852e-01,3.945513333266360556e-01,1.480059666283431441e-01,1.234516836942441131e-01,-6.135909551167673809e-02,5.126956061550512478e-02,1.341527972821426884e-01,-1.272337037234899937e-01,-1.597328916997396153e-01,-5.936864526320569102e-02,-9.079994683839881509e-03,-4.738175042881606625e-02
3.147935430120384348e-01,3.994164714107295011e-01,1.496153352713865958e-01,1.225239392546763340e-01,-5.809919859959017385e-02,4.755286820448398344e-02,1.372324949702027341e-01,-1.302842310439943918e-01,-1.673462635010514177e-01,-8.082694437322782144e-02,-1.698340733707330574e-02,-4.438604817926329604e-02
3.092044810530037435e-01,4.044277055470936189e-01,1.512941585007900880e-01,1.215361443690645971e-01,-5.383255618432489231e-02,4.260915735877478933e-02,1.414530563980117839e-01,-1.342549805077252190e-01,-1.739309356457813538e-01,-1.028575125826992204e-01,-2.485626399825111021e-02,-4.015675497201798977e-02
3.031311742998116232e-01,4.096196318041416817e-01,1.532063916953130822e-01,1.205638031780887631e-01,-4.847151921873216890e-02,3.630546963989071674e-02,1.467390542944201903e-01,-1.390356974293126546e-01,-1.794258572335536428e-01,-1.261943716992384723e-01,-3.299232473557597856e-02,-3.435741369942450774e-02
3.848732739726567487e-01,3.160197195589687369e-01,1.388759206936497070e-01,1.478075351551572936e-01,-4.413267840646395435e-02,3.282532921736534826e-02,1.387869498644014876e-01,-1.242218150421755124e-01,8.294771690313866574e-02,1.726724993625347038e-01,5.301233917583845351e-02,2.611016543300054282e-02
3.797371579912421913e-01,3.204338694668557586e-01,1.400360341076882231e-01,1.470793639642734574e-01,-4.725898907944788008e-02,3.545920703022358011e-02,1.358785919857962432e-01,-1.212086052388488544e-01,6.211484165030729809e-02,1.647249192319398814e-01,5.592210571393251700e-02,1.814132996013559374e-02
3.747619695905848869e-01,3.247065309044280812e-01,1.411692089151024843e-01,1.463268963450892191e-01,-5.030675197942197779e-02,3.828054829678449733e-02,1.328216005436461400e-01,-1.183112764553690133e-01,4.203090940121548269e-02,1.555054592081843157e-01,5.728220750528879163e-02,1.017657024607390714e-02
